Reporter,Partner,Product categories,Indicator Type,Indicator,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988
Togo,...,...,Development,GDP (current US$ Mil),           4757.78,           4457.73,           4179.19,           4568.90,           4320.43,           3873.53,           3867.39,           3426.02,           3365.71,           3310.28,           2659.10,           2349.50,           2280.58,           2255.94,           2111.09,           1698.68,           1481.14,           1488.19,           1576.09,           1587.35,           1498.95,           1465.45,           1309.38,            982.62,           1233.50,           1692.96,           1602.30,           1628.43,           1352.95,           1378.85
Togo,...,...,Export,No. Of Export partners,             89.00,             87.00,             89.00,             79.00,             81.00,             77.00,             84.00,             77.00,             90.00,             90.00,             79.00,,             83.00,             87.00,             97.00,             94.00,             98.00,             85.00,            102.00,             93.00,             90.00,             71.00,             79.00,             63.00,,,,,,
Togo,...,...,Export,No. Of Export products,            646.00,            722.00,            743.00,            600.00,            630.00,            581.00,            612.00,            561.00,            607.00,            644.00,            395.00,,            477.00,            481.00,            512.00,            462.00,            493.00,            481.00,            935.00,           1027.00,           1026.00,           1006.00,            915.00,            481.00,,,,,,
Togo,...,...,Import,No. Of Import partners,            135.00,            131.00,            125.00,            119.00,            122.00,            123.00,            126.00,            120.00,            123.00,            138.00,            138.00,,            129.00,            133.00,            154.00,            153.00,            137.00,            119.00,            129.00,            116.00,            123.00,            123.00,            121.00,            109.00,,,,,,
Togo,...,...,Import,No. Of Import products,           2404.00,           2426.00,           2292.00,           2214.00,           2255.00,           2177.00,           2186.00,           2117.00,           2255.00,           2191.00,           2204.00,,           2163.00,           2144.00,           2176.00,           2114.00,           2152.00,           2286.00,           2511.00,           2678.00,           2630.00,           2590.00,           2522.00,           2427.00,,,,,,
Togo,...,...,Tariff,No. Of Tariff Agreement,              2.00,              2.00,              2.00,              8.00,              8.00,              8.00,              8.00,              2.00,              2.00,              4.00,              2.00,,              1.00,              1.00,              1.00,              1.00,              1.00,              1.00,              1.00,,              1.00,              1.00,,,,,,,,
Togo,...,...,Development,Trade Balance (current US$ Mil),           -916.06,           -876.87,          -1037.73,           -825.81,           -800.52,           -534.91,           -634.60,           -544.01,           -493.63,           -520.15,             -6.91,           -394.65,           -393.65,           -373.95,           -263.57,           -185.19,           -195.62,           -171.13,           -159.82,           -216.12,           -237.29,           -159.12,            -65.11,            -36.42,            -95.11,           -156.04,           -129.64,           -193.15,           -124.10,           -123.22
Togo,Belgium,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,             64.74,,             90.75,,            110.99,             74.93,             73.62,             45.42,,             29.49,,,             26.94,,             20.54,,             16.09,,,,,,,,,,,,
Togo,Benin,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,            107.15,            126.13,             99.86,             90.60,            119.93,            110.13,            110.59,,             88.82,             60.92,             30.48,,             41.61,             47.48,             46.21,             33.14,             37.16,             18.93,             59.76,             44.72,             36.65,             54.87,             24.77,,,,,,,
Togo,Benin,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,,,,             40.07,,,,,,,,,,,
Togo,Bolivia,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,,,,,,             12.33,,,,,,
Togo,Burkina Faso,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,            134.23,            114.56,            108.53,             81.57,            190.03,            162.18,            126.06,             31.89,             91.49,             89.13,             27.27,,             66.30,             50.85,             72.28,             32.56,             22.84,,,,,,,,,,,,,
Togo,Canada,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,,,,,,,,,,,,,,,,,,,             18.38,             46.40,             28.82,             31.62,             27.35,             27.43,,,,,,
Togo,Canada,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,,,,,,,,             23.57,             23.25,,,,,,,,,,,,,
Togo,China,All Products,Export,Trade (US$ Mil)-Top 5 Export Partner,,,,,,,,,,,,,,             17.32,,,,,,,,,,,,,,,,
Togo,China,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,            317.06,            492.39,            347.22,            309.86,            314.41,            228.45,            261.40,            181.56,            177.49,            152.02,            124.03,,             78.01,             46.51,,,,,,,,,,,,,,,,
Togo,Cote d'Ivoire,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,             59.76,             52.10,,             67.05,,,             38.33,             33.82,             32.96,             25.47,             20.36,             38.05,             77.43,             63.49,             66.78,             72.71,             42.60,             13.84,,,,,,
Togo,Finland,All Products,Import,Trade (US$ Mil)-Top 5 Import Partner,,,,,,,,,             93.30,,,,,,,,,,,,,,,,,,,,,
